Област,badm,top_student,class_score
Благоевград,1,0.6788116394727349,0.5131588446077436
Благоевград,1,0.4665148548555816,0.4202844204396141
Бургас,1,0.7640599178073781,0.6768542653893889
Бургас,1,0.6226696424276458,0.5879731222097925
Бургас,1,0.5599619191126645,0.5386495087028089
Варна,1,0.8565639578592595,0.6906382534582861
Варна,1,0.6412944112404745,0.6109848778599319
Варна,1,0.5913661397007233,0.5614864027536182
Видин,1,0.6138452074695133,0.456518888076959
Враца,1,0.6931958990335224,0.5539341774521743
Враца,1,0.5031789541724444,0.45839676785336353
Габрово,1,0.6925958308031622,0.49744841369488507
Добрич,1,0.4975372377377067,0.4122023800723554
Кюстендил,1,0.6238267464297256,0.5129381367322535
Кюстендил,1,0.4553016774688603,0.4417265426848111
Ловеч,1,0.5694474611310492,0.4731804607446392
Монтана,1,0.6393192504377618,0.4963479595510024
Пазарджик,1,0.8625466869184685,0.4707432678602429
Пазарджик,1,0.4265473353545689,0.4183033232214628
Перник,1,0.5530246317941151,0.46834185998135613
Плевен,1,0.7051182825338854,0.5071034100211849
Пловдив,1,0.9297006672492808,0.7183871198386087
Пловдив,1,0.617559465817011,0.5661184882505541
Разград,1,0.61087128507785,0.4567603669636079
Русе,1,0.7886592265555699,0.6201491834394656
Русе,1,0.5474851918436775,0.502945852178771
Силистра,1,0.5220932144296925,0.4568713885774015
Сливен,1,0.6525844819380083,0.5131269063269756
Сливен,1,0.4610357714306171,0.4374164593922539
Смолян,1,0.5597382294026448,0.4452949879800146
София област,1,0.5617969093642153,0.4832671291829606
София област,1,0.44623899728364336,0.4127384358022098
София-град,1,0.9477873355688599,0.8193096966313662
София-град,1,0.7607572411369583,0.7390106107253146
София-град,1,0.7125853915073304,0.7001039465557081
София-град,1,0.6838789289577923,0.6699954615653113
София-град,1,0.6599959192151089,0.6506707859244337
София-град,1,0.6423868807038944,0.6316913725643803
София-град,1,0.6209166432552539,0.6134991547918567
София-град,1,0.6029166943802898,0.5885670771943043
Стара Загора,1,0.7281314975701633,0.5197808549522164
Стара Загора,1,0.46629728955702265,0.4523630846268163
Стара Загора,1,0.4412973958522904,0.4312083662979041
Стара Загора,1,0.42305388993742715,0.3991010921309084
Хасково,1,0.7551766748289637,0.5073688218012815
Хасково,1,0.45686955310911326,0.43437954859848904
Шумен,1,0.6305850983055683,0.490870813863209
Шумен,1,0.4422167568776688,0.42467077416467675
Ямбол,1,0.5709736285624993,0.4708595601467837
Ямбол,1,0.4278623573747688,0.40107150284225934
Благоевград,0,0.4927132437046919,0.453015082715523
Благоевград,0,0.4357496570292547,0.4282779947465435
Благоевград,0,0.42114242613937386,0.4170973053797138
Бургас,0,0.6109655332582418,0.5078774590343065
Бургас,0,0.4873095105185077,0.47208854964372965
Бургас,0,0.4599314707511673,0.44811757543210007
Бургас,0,0.4378498176472532,0.4306806040276154
Бургас,0,0.4243343490217973,0.4200666578601521
Варна,0,0.6283887810030714,0.554845190137125
Варна,0,0.5328609959095112,0.519645205968089
Варна,0,0.5039078566058062,0.49552338712303295
Варна,0,0.4872878678457103,0.48001941326882386
Варна,0,0.4744609706054615,0.4679158648608273
Варна,0,0.4630308050850809,0.4584229939444715
Варна,0,0.4538714689937964,0.44935132219605717
Варна,0,0.44037986726100814,0.435913193315519
Варна,0,0.43241640677009985,0.42934589092627695
Варна,0,0.42597215411280576,0.42288883010315764
Варна,0,0.41869880812713217,0.4156837480162122
Велико Търново,0,0.9999444995125236,0.4759489442942489
Велико Търново,0,0.427616127417462,0.4139584232905452
Враца,0,0.4484890468419394,0.43161929710423913
Габрово,0,0.47293656082187263,0.4323797042758043
Кърджали,0,0.5065024679382033,0.44691551512748084
Кърджали,0,0.4294622528391379,0.4145875432132887
Кюстендил,0,0.42959800626552735,0.4152891899546888
Монтана,0,0.4576207080944959,0.421420801006778
Перник,0,0.4476552071055276,0.4300823199804565
Плевен,0,0.5303278109407015,0.4363565222253585
Пловдив,0,0.6058339092787588,0.5470136927773607
Пловдив,0,0.5161857519699203,0.5006302778349924
Пловдив,0,0.48362406040869554,0.47180901690555366
Пловдив,0,0.4576207080944959,0.4497075670716323
Пловдив,0,0.44269030835991907,0.43673792698925734
Пловдив,0,0.43241640677009985,0.428992387935311
Пловдив,0,0.4253118602105281,0.42148589566553857
Пловдив,0,0.41869880812713217,0.415700005624538
Пловдив,0,0.41434808126211975,0.41242125908169086
Русе,0,0.5212364498746371,0.4649013587352365
Русе,0,0.44047548451393936,0.42563343820716826
Сливен,0,0.4510265629450947,0.42342716494173804
София област,0,0.44959807637530397,0.432431234850106
София област,0,0.419551243893177,0.41375035413622485
София-град,0,0.6926963169108312,0.6346995925403619
София-град,0,0.6165169922374946,0.6091625391554653
София-град,0,0.5997317999370667,0.5933696873650861
София-град,0,0.5864970390375255,0.5787722307689259
София-град,0,0.5734212353785597,0.5690249614209818
София-град,0,0.5642779289953483,0.5599698515352576
София-град,0,0.5552406911382312,0.5507061742872842
София-град,0,0.5460908572022737,0.5411017450812574
София-град,0,0.5359089445825138,0.5322036988607733
София-град,0,0.5275197080841396,0.5248919569501602
София-град,0,0.5215512355757238,0.519609871065292
София-град,0,0.5171289637706497,0.513130044929087
София-град,0,0.5079645079781583,0.5049770285743501
София-град,0,0.5014059148012292,0.4989217670195173
София-град,0,0.4963231877826097,0.49352819414429855
София-град,0,0.49105448704770405,0.48791004341295324
София-град,0,0.4849132063096098,0.48256514603057654
София-град,0,0.47955877743084546,0.47765204982989007
София-град,0,0.4752435057083092,0.4731175591318642
София-град,0,0.47092747712188654,0.4696104167125857
София-град,0,0.46807531737602753,0.4655910994095548
София-град,0,0.4628844868587451,0.4612519084425688
София-град,0,0.4599314707511673,0.4581347269409853
София-град,0,0.4568983400617425,0.45524556759634205
София-град,0,0.4539303748028879,0.452960338207687
София-град,0,0.451989218078399,0.45044527758143305
София-град,0,0.44887764895734905,0.447744372507352
София-град,0,0.44567994554102847,0.44468825708262366
София-град,0,0.4433969656652086,0.4424276172283281
София-град,0,0.4414336212949694,0.44052149413051667
София-град,0,0.4400334938347465,0.4392791305429355
София-град,0,0.43829280402361553,0.4375189707795831
София-град,0,0.436609087923709,0.4356159892367134
София-град,0,0.43489739815147554,0.4339811654459462
София-град,0,0.43309303280119654,0.43246306653019845
София-град,0,0.43188946008682927,0.4306271183193814
София-град,0,0.4299923499355127,0.42886275241673766
София-град,0,0.4276313740342415,0.4276092625082854
София-град,0,0.4273209495236565,0.4263617227162042
София-град,0,0.4255134197785364,0.42519318141040224
София-град,0,0.42400978803814654,0.42324211836879255
София-град,0,0.42305388993742715,0.42238579462699427
София-град,0,0.4211209630302281,0.4208762328232387
София-град,0,0.4208497786068463,0.4196943705150829
София-град,0,0.41869880812713217,0.41866311497006437
София-град,0,0.41843300689723184,0.41741195671012427
София-град,0,0.4166002799345478,0.4164565590121558
София-град,0,0.41599115653132157,0.4155220989911052
София-град,0,0.41455351461613105,0.4145535146161312
София-град,0,0.41454444498501936,0.41355013602243706
София-град,0,0.4125578515439652,0.41254792785248307
Стара Загора,0,0.432767329390095,0.41903869656478243
Хасково,0,0.44389243204775136,0.4255146059010897
Ямбол,0,0.4694323720119863,0.44031851235788083
